id,grupo,modelo_ciego,descripcion,A_fidelidad,B_iconografia,C_completitud,n_alucinaciones,notas
3_01,personajes_ilustres,M3028_20,"Texto propio de la etiqueta:
- OCR original: TIP. Y LIT. DE F. MUROZ - MALACA NTRA. SRA. DEL CARMEN VINO PARA ENFERMOS ALBERTO ROMERO C. JEREZ DE LA FRONTERA MARCA DEPOSITADA PROVEEDORES DE LA REAL CASA.
- Lectura visual corregida: TIP. Y LIT. DE F. MUROZ - MALACA. NTRA. SRA. DEL CARMEN VINO PARA ENFERMOS. ALBERTO ROMERO C. JEREZ DE LA FRONTERA. MARCA DEPOSITADA. PROVEEDORES DE LA REAL CASA.
- Correcciones realizadas: Se han añadido puntos para separar las distintas líneas de texto identificadas.
- Texto dudoso: No se aprecia.
- Texto incompleto: No se aprecia.

Nombre del producto:
- Vino para enfermos

Marca principal:
- Alberto Romero C.

Bodega, fabricante, distribuidor o razón comercial:
- Alberto Romero C.

Tipo de producto visible:
- Vino

Lugar, procedencia o denominación visible:
- Jerez de la Frontera

Añada visible:
- No se aprecia

Premios, medallas, exposiciones o concursos visibles:
- No se aprecia

Fechas visibles no asociadas a añada:
- No se aprecia

Variedad, clase o categoría del vino:
- No se aprecia

Graduación, volumen u otros datos técnicos:
- No se aprecia

Imagen o escena principal:
- Representación religiosa de la Virgen del Carmen.

Personajes, figuras o seres representados:
- Virgen del Carmen.

Animales representados:
- No se aprecia.

Objetos visibles:
- Corona.
- Escudo.

Elementos vegetales o agrícolas:
- Flores.

Elementos naturales no vegetales:
- Nubes.

Paisaje, arquitectura o entorno:
- No se aprecia.

Elementos decorativos:
- Columnas salomónicas o retorcidas.
- Marco ornamental con motivos geométricos y florales.
- Resplandor o aureola.

Sellos, escudos, medallas, premios, monedas o logotipos:
- Escudo heráldico con corona.

Fondo:
- Fondo azulado con textura de puntos.

Colores predominantes:
- Dorado, marrón, rojo, azul, blanco.

Marco, borde o forma de la etiqueta:
- Etiqueta rectangular con bordes ornamentados.

Tipografía y disposición del texto:
- Texto dispuesto en varias direcciones: vertical en el lateral derecho y horizontal en la zona central. Tipografía con remates (serif).

Texto marginal, firma, impermta o litografía:
- TIP. Y LIT. DE F. MUROZ - MALACA.

Marcas externas de archivo o digitalización:
- No se aprecia.

Estado de conservación visible:
- Se observa desgaste en los bordes y pérdida de nitidez en algunas zonas.

Calidad de la digitalización:
- Buena, permite la lectura clara del texto.

Estilo visual:
- Litografía religiosa y comercial de estilo clásico.

Observaciones visuales:
- La composición presenta una estructura de nicho o altar con columnas laterales.
- El texto principal ""ALBERTO ROMERO C."" está dispuesto verticalmente en una franja roja.
- La figura central está rodeada de un resplandor luminoso.
- El escudo heráldico se sitúa en la parte inferior derecha.
- La textura del fondo presenta un patrón de puntos finos.

Inferencias controladas para búsqueda:
- La etiqueta podría pertenecer a un producto de tipo medicinal o terapéutico por su denominación.
- La mención ""Malaca"" sugiere una relación con la ciudad de Málaga.

Descripción semántica ampliada para búsqueda:
- Etiqueta antigua de producto vinícola con iconografía religiosa.
- Representación de la Virgen del Carmen con corona y flores.
- Elementos decorativos que incluyen columnas salomónicas y un escudo heráldico.
- Texto con la denominación ""Vino para enfermos"" y la marca ""Alberto Romero C."".
- Referencia geográfica a Jerez de la Frontera.
- Estilo de litografía con colores predominantes en tonos dorados, rojos y azules.
- Composición de tipo altar o nicho con marco ornamental.
- Presencia de texto de imprenta ""Tip. y Lit. de F. Muñoz - Malaca"".

Descriptores para búsqueda:
- Etiqueta antigua; Vino; Virgen del Carmen; Alberto Romero C.; Jerez de la Frontera; Litografía; Escudo heráldico; Columnas salomónicas; Iconografía religiosa; Producto vinícola; Málaga; Malaca; F. Muñoz; Vino para enfermos; Elementos decorativos; Marco ornamental; Color dorado; Color rojo; Color azul; Retrato religioso; Tipografía clásica; Marca depositada; Proveedores de la Real Casa; Ilustración religiosa; Arte sacro; Etiqueta comercial; Objeto de colección; Antigüedad.",5,5,5,0,
4_07,etiquetas_actuales,M7320_86,ERROR,0,0,0,0,
5_07,animales,M6146_46,"Texto propio de la etiqueta:
- OCR original: RT MARCA REGISTRADA PARA DISTINGUIR MIS VINOS SELECTOS FINO ANDALUZ a la Casa Marqués del Real Tesoro productora de los Famosos vinos de Jerez M. Beullivre 1925 MARQUÉS DEL REAL TESORO JEREZ EMBOTELLADORES Nº 221 LIT. MIGUEL SALIDO-JEREZ
- Lectura visual corregida: RT MARCA REGISTRADA PARA DISTINGUIR MIS VINOS SELECTOS FINO ANDALUZ a la Casa Marqués del Real Tesoro productora de los Famosos vinos de Jerez M. Beullivre 1925 MARQUÉS DEL REAL TESORO JEREZ EMBOTELLADORES Nº 221 LIT. MIGUEL SALIDO-JEREZ
- Correcciones realizadas: Se corrigió ""MARCA ALDISTRADA"" por ""MARCA REGISTRADA"" según la imagen; se corrigió ""a la Casa"" por ""a la Casa"" (se mantiene la estructura visual); se corrigió ""Tesoro productora"" por ""Tesoro productora"" (se mantiene); se corrigió ""de los"" por ""de los"" (se mantiene).
- Texto dudoso: No se aprecia.
- Texto incompleto: No se aprecia.

Nombre del producto:
- Fino Andaluz

Marca principal:
- RT (Marca registrada)

Bodega, fabricante, distribuidor o razón comercial:
- Casa Marqués del Real Tesoro

Tipo de producto visible:
- Fino Andaluz

Lugar, procedencia o denominación visible:
- Jerez

Añada visible:
- No se aprecia

Premios, medallas, exposiciones o concursos visibles:
- No se aprecia

Fechas visibles no asociadas a añada:
- 1925 (asociada a la firma M. Beullivre)

Variedad, clase o categoría del vino:
- Fino

Graduación, volumen u otros datos técnicos:
- No se aprecia

Imagen o escena principal:
- Un jinete montado sobre un caballo en movimiento.

Personajes, figuras o seres representados:
- Un hombre (jinete).

Animales representados:
- Un caballo.

Objetos visibles:
- Una lanza o vara larga.
- Montura o aparejo del caballo.

Vestimenta, accesorios o atributos:
- Sombrero de ala ancha.
- Ropa de estilo tradicional o rústico.

Elementos vegetales o agrícolas:
- No se aprecia.

Elementos naturales no vegetales:
- Suelo o terreno irregular.

Paisaje, arquitectura o entorno:
- No se aprecia.

Elementos decorativos:
- Corona situada sobre el logotipo RT.
- Círculo que encierra las letras RT.

Sellos, escítica, medallas, premios, monedas o logotipos:
- Logotipo circular con las letras ""RT"" coronado por una corona.

Fondo:
- Fondo blanco liso.

Colores predominantes:
- Blanco, sepia, marrón y dorado/ocre.

Marco, borde o forma de la etiqueta:
- Etiqueta rectangular.

Tipografía y disposición del texto:
- Texto con diversas tipografías: una con serif para el cuerpo principal, una caligráfica para la firma y una de palo seco para la parte inferior. Disposición centrada y asimétrica debido a la ilustración lateral.

Texto marginal, firma, imprenta o litografía:
- M. Beullivre (firma)
- LIT. MIGUEL SALIDO-JEREZ (imprenta)
- EMBOTELLADORES Nº 221 (imprenta)

Marcas externas de archivo o digitalización:
- No se aprecia.

Estado de conservación visible:
- Buen estado general, con ligera decoloración propia de la antigüedad.

Calidad de la digitalización:
- Alta calidad, nítida.

Estilo visual:
- Ilustración clásica de estilo litográfico.

Observaciones visuales:
- La ilustración del jinete se sitúa en el margen izquierdo, creando un equilibrio asimétrico con el texto.
- El logotipo RT está coronado por una corona detallada en la parte superior central.
- La firma ""M. Beullacia"" (lectura dudosa, parece Beullivre) aparece en estilo cursivo manuscrito.
- La composición utiliza tonos monocromáticos y sepia sobre fondo claro.

Inferencias controladas para búsqueda:
- La fecha 1925 podría referirse a la firma o a un evento relacionado con la marca.
- La mención ""Fino Andaluz"" y ""Jerez"" sugiere una denominación de origen vinculada a la zona de Jerez.

Descripción semántica ampliada para búsqueda:
- Etiqueta antigua de vino tipo Fino Andaluz.
- Ilustración de un jinete con lanza montado a caballo en estilo litográfico.
- Logotipo con las letras RT bajo una corona real.
- Texto que menciona la Casa Marqués del Real Tesoro en Jerez.
- Composición con tonos sepia y marrón sobre fondo blanco.
- Elementos tipográficos que incluyen letra caligráfica y serif clásica.
- Referencia a la imprenta Miguel Salido de Jerez.
- Estilo visual de principios del siglo XX.

Descriptores para búsqueda:
- Fino Andaluz; Jerez; Marqués del Real Tesoro; RT; logotipo con corona; jinete; caballo; lanza; litografía; etiqueta antigua; vino; bodega; M. Beullivre; 1925; Miguel Salido; embotelladores; marca registrada; vinos selectos; estilo sepia; ilustración clásica; tipografía caligráfica; España; vitivinicultura; producto vinícola; elemento decorativo; corona; animal; jinete con lanza; etiqueta de vino.",5,5,5,0,
4_01,etiquetas_actuales,M8767_80,ERROR,0,0,0,0,
3_04,personajes_ilustres,M6572_73,ERROR,0,0,0,0,
3_08,personajes_ilustres,M3181_27,"Texto propio de la etiqueta:
- OCR original: Vinha Veho DO PORTO FREI AGOSTINHO PORTUGUEZA COMPANHIA VINICOLA
- Lectura visual corregida: Vinho Velho DO PORTO FREI AGOSTINHO COMPANHIA VINICOLA PORTUGUEZA
- Correcciones realizadas: Corrección de ""Vinha Veho"" a ""Vinho Velho"" según la imagen; reordenación de ""PORTUGUEZA COMPANHIA VINICOLA"" a ""COMPANHIA VINICOLA PORTUGUEZA"" para reflejar la disposición circular en el sello.
- Texto dudoso: No se aprecia
- Texto incompleto: No se aprecia

Nombre del producto:
- Vinho Velho

Marca principal:
- Frei Agostinho

Bodega, fabricante, distribuidor o razón comercial:
- Companhia Vinicola Portugueza

Tipo de producto visible:
- Vinho Velho do Porto

Lugar, procedencia o denominación visible:
- Porto

Añada visible:
- No se aprecia

Premios, medallas, exposiciones o concursos visibles:
- No se aprecia

Fechas visibles no asociadas a añada:
- No se aprecia

Variedad, clase o categoría del vino:
- No se aprecia

Graduación, volumen u otros datos técnicos:
- No se aprecia

Imagen o escena principal:
- Retrato de un hombre con vestimenta religiosa.

Personajes, figuras o seres representados:
- Un hombre con apariencia de monje o clérigo.

Animales representados:
- No se aprecia

Objetos visibles:
- Una cruz con extremos redondeados.

Vestimenta, accesorios o atributos:
- Túnica o hábito con cuello alto y ornamentado.

Elementos vegetales o agrícolas:
- No se apacia

Elementos naturales no vegetales:
- Cielo con apariencia de nubes.

Paisaje, arquitectura o entorno:
- No se aprecia

Elementos decorativos:
- Líneas diagonales que atraviesan la etiqueta.
- Sello circular con texto.
- Ornamentación en el cuello de la figura.

Sellos, escudos, medallas, premios, monedas o logotipos:
- Sello circular rojo con texto ""COMPANHIA VINICOLA PORTUGUEZA"".

Fondo:
- Fondo claro con matices azulados y blancos que sugieren cielo.

Colores predominantes:
- Crema, azul claro, blanco, rojo, marrón y tonos piel.

Marco, borde o forma de la etiqueta:
- Rectangular con esquinas redondeadas.

Tipografía y disposición del texto:
- Texto ""FREI AGOSTINHO"" en la parte superior con tipografía con remates y estilo clásico.
- Texto ""Vinho Velho"" en la parte inferior con tipografía decorativa de gran tamaño.
- Texto ""DO PORTO"" en disposición diagonal.
- Texto circular en el sello rojo.

Texto marginal, firma, impregna o litografía:
- No se aprecia

Marcas externas de archivo o digitalización:
- No se aprecia

Estado de conservación visible:
- Se observa desgaste y pérdida de definición en algunas zonas de la imagen.

Calidad de la digitalización:
- Buena, aunque la imagen original presenta signos de antigüedad.

Estilo visual:
- Estilo de etiqueta de vino antigua, con elementos de ilustración clásica y tipografía ornamental.

Observaciones visuales:
- La etiqueta presenta una composición dinámica con líneas diagonales.
- El retrato está enmarcado por una forma circular irregular.
- El sello rojo destaca por su color intenso sobre el fondo claro.
- La tipografía del nombre principal es muy estilizada y de gran tamaño.

Inferencias controladas para búsqueda:
- La etiqueta pertenece a un producto de tipo vino de Oporto.
- La presencia de un monje sugiere una relación con la marca ""Frei Agostinho"".

Descripción semántica ampliada para búsqueda:
- Etiqueta antigua de vino de tipo Vinho Velho do Porto.
- La marca principal es Frei Agostinho.
- Incluye un retrato de un personaje con vestimenta religiosa o monástica.
- Presenta un sello circular de color rojo con la inscripción Companhia Vinicola Portugueza.
- La composición utiliza líneas diagonales y una tipografía decorativa de gran tamaño.
- Los colores predominantes son crema, azul claro y rojo.
- La iconografía incluye una cruz y un retrato clásico.
- Estilo de diseño de etiqueta vinícola tradicional.

Descriptores para búsqueda:
- Vinho Velho; Porto; Frei Agostinho; Companhia Vinicola Portugueza; etiqueta de vino; etiqueta antigua; retrato; monje; clérigo; cruz; sello rojo; tipografía decorativa; ilustración clásica; color crema; azul; rojo; vino de Oporto; producto vinícola; diseño vintage; elemento religioso; composición diagonal; etiqueta comercial; litografía; objeto histórico; coleccionismo de etiquetas.",5,5,5,0,
1_03,solo_texto,M7468_2,"Texto propio de la etiqueta:
- OCR original: Oporto Joquim Leonai Bosecheio y Almacenista SANLUCAR DE BARRAMEDA
- Lectura visual corregida: Oporto Joaquim Leonar Bosechero y Almacenista SANLUCAR DE BARRAMEDA
- Correcciones realizadas: Corrección de ""Joquim"" a ""Joaquim""; corrección de ""Leonai"" a ""Leonar""; corrección de ""Bosecheio"" a ""Bosechero"".
- Texto dudoso: No se aprecia
- Texto incompleto: No se aprecia

Nombre del producto:
- Oporto

Marca principal:
- No se aprecia

Bodega, fabricante, distribulator o razón comercial:
- Joaquim Leonar Bosechero y Almacenista

Tipo de producto visible:
- No se aprecia

Lugar, procedencia o denominación visible:
- SANLUCAR DE BARRAMEDA

Añada visible:
- No se aprecia

Premios, medallas, exposiciones o concursos visibles:
- No se aprecia

Fechas visibles no asociadas a añada:
- No se aprecia

Variedad, clase o categoría del vino:
- No se aprecia

Graduación, volumen u otros datos técnicos:
- No se aprecia

Imagen o escena principal:
- No se aprecia

Personajes, figuras o seres representados:
- No se aprecia

Animales representados:
- No se aprecia

Objetos visibles:
- No se aprecia

Vestimenta, accesorios o atributos:
- No se aprecia

Elementos vegetales o agrícolas:
- No se aprecia

Elementos naturales no vegetales:
- No se aprecia

Paisaje, arquitectura o entorno:
- No se aprecia

Elementos decorativos:
- Escudo heráldico con motivos ornamentales.

Sellos, escudos, medallas, premios, monedas o logotipos:
- Escudo de estilo clásico con ornamentación floral o vegetal.

Fondo:
- Fondo de color claro, posiblemente papel envejecido.

Colores predominantes:
- Negro y blanco (monocromático).

Marco, borde o forma de la etiqueta:
- Rectangular.

Tipografía y disposición del texto:
- Texto dispuesto en varias líneas con diferentes estilos: cursiva caligráfica para el nombre y tipografía de palo seco/serif para la ubicación. El texto está orientado verticalmente respecto a la imagen original.

Texto marginal, firma, imprenta o litografía:
- No se aprecia

Marcas externas de archivo o digitalización:
- No se aprecia

Estado de conservación visible:
- Se aprecian manchas de humedad o decoloración en la parte inferior izquierda.

Calidad de la digitalización:
- Buena, permite la lectura del texto.

Estilo visual:
- Estilo de imprenta comercial antigua.

Observaciones visuales:
- La imagen se presenta rotada 90 grados hacia la izquierda.
- El texto principal utiliza una caligrafía cursiva muy elaborada.
- Existe una línea horizontal que separa el nombre del resto del texto.
- Se observa una mancha de color amarillento en el margen inferior.
- El escudo se sitúa en la parte inferior derecha de la composición textual.

Inferencias controlación para búsqueda:
- La etiqueta pertenece a un establecimiento comercial de tipo almacén o bodega.

Descripción semántica ampliada para búsqueda:
- Etiqueta comercial antigua de tipo impreso.
- Texto con tipografía caligráfica y serif.
- Menciona el producto Oporto.
- Identifica a Joaquim Leonar Bosechero como almacenista.
- Indica la ubicación en Sanlúcar de Barrameda.
- Incluye un elemento decorativo de escudo heráldico.
- Presenta un estilo de imprenta clásica con disposición vertical.
- Muestra signos de envejecimiento y manchas de humedad.

Descriptores para búsqueda:
- Oporto; Joaquim Leonar; Bosechero; Almacenista; Sanlúcar de Barrameda; etiqueta antigua; etiqueta comercial; escudo; heráldica; tipografía cursiva; caligrafía; imprenta; papel antiguo; blanco y negro; monocromo; documento histórico; comercio antiguo; almacén; elemento decorativo; escudo ornamental; texto vertical; Sanlúcar; España; documento impreso.",5,5,5,0,
3_08,personajes_ilustres,M2126_77,ERROR,0,0,0,0,
3_05,personajes_ilustres,M6737_74,ERROR,0,0,0,0,
4_08,etiquetas_actuales,M7101_37,"Texto propio de la etiqueta:
- OCR original:
MANZANILLA
AURORA
DENOMINACIÓN DE ORIGEN
MANZANILLA
• SANLUCAR DE BARRAMEDA •
BODEGAS YUSTE
- Lectura visual corregida:
MANZANILLA
AURORA
DENOMINACIÓN DE ORIGEN
MANZANILLA
• SANLUCAR DE BARRAMEDA •
BODEGAS YUSTE
- Correcciones realizadas:
No se han realizado correcciones.
- Texto dudoso:
No se aprecia.
- Texto incompleto:
No se aprecia.

Nombre del producto:
- Aurora

Marca principal:
- Manzanilla Aurora

Bodega, fabricante, distribuidor o razón comercial:
- Bodegas Yuste

Tipo de producto visible:
- Manzanilla

Lugar, procedencia o denominación visible:
- Denominación de Origen Manzanilla; Sanlúcar de Barrameda

Añada visible:
- No se aprecia.

Premios, medallas, exposiciones o concursos visibles:
- No se aprecia.

Fechas visibles no asociadas a añada:
- No se aprecia.

Variedad, clase o categoría del vino:
- No se aprecia.

Graduación, volumen u otros datos técnicos:
- No se aprecia.

Imagen o escena principal:
- Retrato de perfil de una mujer joven.

Personajes, figuras o seres representados:
- Mujer de perfil.

Animales representados:
- No se aprecia.

Objetos visibles:
- No se aprecia.

Vestimenta, accesorios o atributos:
- Pendiente de perla; collar de varias vueltas de perlas; flor roja en el cabello.

Elementos vegetales o agrícolas:
- Flor roja en el cabello.

Elementos naturales no vegetales:
- No se aprecia.

Paisaje, arquitectura o entorno:
- Fondo neutro y difuso.

Elementos decorativos:
- No se aprecia.

Sellos, escudos, medallas, premios, monedas o logotipos:
- No se aprecia.

Fondo:
- Fondo claro, de tono crema o amarillento, con efecto de desenfoque.

Colores predominantes:
- Tonos piel; negro (cabello); rojo (flor); blanco/crema (perlas y fondo); azul (texto inferior).

Marco, borde o forma de la etiqueta:
- La información textual está contenida en un recuadro blanco con borde negro.

Tipografía y disposición del texto:
- Texto en mayúsculas; disposición centrada; uso de tipografía con remates (serif) y una tipografía decorativa con relieve para la palabra ""AURORA"".

Texto marginal, firma, impératrice o litografía:
- No se aprecia.

Marcas externas de archivo o digitalización:
- No se aprecia.

Estado de conservación visible:
- Parece buena, sin roturas evidentes en la zona visible.

Calidad de la digitalización:
- Buena, con nitidez suficiente para la lectura.

Estilo visual:
- Estilo de ilustración clásica o litografía de época.

Observaciones visuales:
- La ilustración muestra un retrato de perfil con iluminación suave.
- El texto ""AURORA"" presenta un efecto de sombra o relieve.
- La composición sitúa el bloque de texto sobre la parte inferior del retrato.
- La flor roja aporta un punto de contraste cromático intenso en la parte superior.

Inferencias controladas para búsqueda:
- El producto es un vino tipo Manzanilla.
- La bodega responsable es Bodegas Yuste.
- La denominación de origen está vinculada a Sanlúcar de Barrameda.

Descripción semántica ampliada para búsqueda:
- Etiqueta de vino Manzanilla Aurora de Bodegas Yuste.
- Ilustración de retrato femenino de perfil con estilo clásico.
- Retrato de mujer con cabello oscuro, flor roja y joyas de perlas.
- Elementos visuales de época con estética de litografía antigua.
- Composición con bloque de texto centralizado sobre fondo claro.
- Colores predominantes negro, rojo, blanco y azul.
- Referencia a la denominación de origen Sanlúcar de Barrameda.
- Diseño de etiqueta vinícola con tipografía decorativa y serif.

Descriptores para búsqueda:
- Manzanilla; Aurora; Bodegas Yuste; Sanlúcar de Barrameda; Denominación de Origen; vino; etiqueta; retrato; mujer; perfil; ilustración; clásica; litografía; perlas; flor roja; cabello oscuro; estética antigua; tipografía decorativa; color azul; color rojo; color negro; color crema; etiqueta de vino; producto vinícola; denominación de origen Manzanilla.",5,5,5,0,
4_05,etiquetas_actuales,M3961_34,"Texto propio de la etiqueta:
- OCR original: CAYETANO DEL PINO & Cia. JEREZ - XÉRÈS - SHERRY AMONTILLADO VOS
- Lectura visual corregida: CAYETANO DEL PINO & Cia. JEREZ - XÉRÈS - SHERRY AMONTILLADO VOS
- Correcciones realizadas: Ninguna.
- Texto dudoso: No se aprecia.
- Texto incompleto: No se aprecia.

Nombre del producto:
- Amontillado Vos

Marca principal:
- Cayetano del Pino & Cia.

Bodega, fabricante, distribuidor o razón comercial:
- Cayetano del Pino & Cia.

Tipo de producto visible:
- Amontillado; Sherry

Lugar, procedencia o denominación visible:
- Jerez; Xérès

Añada visible:
- No se aprecia

Premios, medallas, exposiciones o concursos visibles:
- No se aprecia

Fechas visibles no asociadas a añada:
- No se aprecia

Variedad, clase o categoría del vino:
- Amontillado

Graduación, volumen u otros datos técnicos:
- No se aprecia

Imagen o escena principal:
- Ilustración de una mujer joven con cesta de productos vegetales.

Personajes, figuras o seres representados:
- Mujer joven.

Animales representados:
- No se aprecia.

Objetos visibles:
- Cesta.

Vestimenta, accesorios o atributos:
- Sombrero de ala ancha.
- Blusa blanca con mangas abullonadas.
- Corsé o corpiño azul.
- Delantal o falda con drapeado en color rojo/rosado.
- Falda blanca con motivos verticales.
- Calzado de color rojo.

Elementos vegetales o agrícolas:
- Hojas de vid o follaje verde.
- Posible contenido vegetal en la cesta.

Elementos naturales no vegetales:
- No se aprecia.

Paisaje, arquitectura o entorno:
- No se aprecia.

Elementos decorativos:
- Ornamentos florales o vegetales alrededor de la figura.
- Elementos decorativos de estilo filigrana bajo el texto inferior.

Sellos, escudos, medallas, premios, monedas o logotipos:
- No se aprecia.

Fondo:
- Color crema o beige liso.

Colores predominantes:
- Crema; azul; rojo; blanco; verde.

Marco, borde o forma de la etiqueta:
- Etiqueta rectangular con bordes suaves.

Tipografía y disposición del texto:
- Texto superior en tipografía con remates (serif), mayúsculas, disposición en tres líneas.
- Texto inferior en tipografía con remates (serif), mayúsculas, disposición en una línea.
- Disposición centrada.

Texto marginal, firma, imprenta o litografía:
- No se aprecia.

Marcas externas de archivo o digitalización:
- No se aprecia.

Estado de conservación visible:
- Buen estado aparente, sin roturas visibles.

Calidad de la digitalización:
- Buena, con nitidez en el texto y la ilustración.

Estilo visual:
- Ilustración de estilo clásico/romántico.

Observaciones visuales:
- La figura femenina está situada en el centro de la composición.
- La ilustración presenta un uso de colores vibrantes sobre fondo neutro.
- Existe una simetría en la disposición del texto respecto al eje vertical.
- La tipografía del nombre principal es de mayor tamaño que el resto del texto.
- La composición incluye elementos ornamentales vegetales que enmarcan la parte inferior de la figura.

Inferencias controladas para búsqueda:
- Etiqueta de vino de Jerez.
- Producto de tipo Sherry.

Descripción semántica ampliada para búsqueda:
- Etiqueta vinícola de la marca Cayetano del Pino & Cia.
- Producto identificado como Amontillado Vos.
- Referencia a la zona de Jerez y Xérès.
- Ilustración central de una mujer joven con sombrero y cesta.
- Estilo visual clásico con elementos de la naturaleza como hojas verdes.
- Composición con tipografía serif en color negro sobre fondo crema.
- Paleta de colores que incluye azul, rojo y blanco en la vestimenta.
- Diseño de etiqueta comercial de tipo tradicional.

Descriptores para búsqueda:
- Cayetano del Pino & Cia.; Amontillado Vos; Sherry; Jerez; Xérès; etiqueta de vino; etiqueta antigua; ilustración clásica; mujer con cesta; vestimenta tradicional; tipografía serif; color crema; color azul; color rojo; color blanco; motivos vegetales; hojas de vid; etiqueta vinícola; producto de Jerez; Amontillado; etiqueta comercial; diseño clásico; ilustración de mujer; cesta de mimbre; estilo romántico; etiqueta de bodega.",5,5,5,0,
1_10,solo_texto,M9313_9,"Texto propio de la etiqueta:
- OCR original: PURVEYORS TO H.M. KING ALFONSO XIII Goncales. Ayasya de, Jerez DULCE CONSTANCIA
- Lectura visual corregida: Goncalves. Ayas de Jerez DULCE CONSTANCIA PURVEYORS TO H.M. KING ALFONSO XIII
- Correcciones realizadas: Se ha reordenado el texto según su disposición visual en la imagen (la imagen está invertida verticalmente respecto a la lectura convencional). Se ha corregido la lectura de ""Ayasya"" a ""Ayas"" y ""Goncales"" a ""Goncalves"" basándose en la morfología de las letras.
- Texto dudoso: Goncalves (lectura dudencial por rotación).
- Texto incompleto: No se aprecia.

Nombre del producto:
- No se aprecia

Marca principal:
- Goncalves. Ayas de Jerez

Bodega, fabricante, distribuidor o razón comercial:
- Goncalves. Ayas de Jerez

Tipo de producto visible:
- Dulce

Lugar, procedencia o denominación visible:
- Jerez

Añada visible:
- No se aprecia

Premios, medallas, exposiciones o concursos visibles:
- No se aprecia

Fechas visibles no asociadas a añada:
- No se aprecia

Variedad, clase o categoría del vino:
- Dulce

Graduación, volumen u otros datos técnicos:
- No se aprecia

Imagen o escena principal:
- Escudo heráldico central.

Personajes, figuras o seres representados:
- No se aprecia

Animales representados:
- No se aprecia

Objetos visibles:
- Escudo de armas.

Vestimenta, accesorios o atributos:
- No se aprecia

Elementos vegetales o agrícolas:
- No se aprecia

Elementos naturales no vegetales:
- No se aprecia

Paisaje, arquitectura o entorno:
- No se aprecia

Elementos decorativos:
- Ornamentos heráldicos que rodean el escudo.

Sellos, escudos, medallas, premios, monedas o logotipos:
- Escudo heráldico con elementos en rojo y dorado.

Fondo:
- Fondo de color claro, posiblemente crema o blanco roto.

Colores predominantes:
- Negro (tipografía), rojo y dorado (escudo), blanco/crema (fondo).

Marco, borde o forma de la etiqueta:
- Rectangular con esquinas redondeadas.

Tipografía y disposición del texto:
- Texto en caligrafía cursiva elegante para el nombre y ""DULCE CONSTANCIA"".
- Texto en mayúsculas de palo seco para ""PURVEYORS TO H.M. KING ALFONSO XIII"".
- Disposición centrada y con rotación.

Texto marginal, firma, imprenta o litografía:
- No se aprecia

Marcas externas de archivo o digitalización:
- No se aprecia

Estado de conservación visible:
- La imagen se presenta invertida verticalmente.

Calidad de la digitalización:
- Buena, con nitidez en los trazos tipográficos.

Estilo visual:
- Estilo clásico, conmemorativo y de prestigio.

Observaciones visuales:
- La imagen está orientada de forma invertida respecto al eje horizontal.
- El escudo presenta una composición simétrica.
- La tipografía cursiva presenta trazos muy fluidos y decorativos.
- Existe un contraste marcado entre el texto negro y el fondo claro.

Inferencias controladas para búsqueda:
- La etiqueta podría pertenecer a un producto de Jerez.
- El texto sugiere una relación de suministro a la corona española.

Descripción semántica ampliada para búsqueda:
- Etiqueta de producto vinícola con estilo clásico y elegante.
- Presenta un escudo heráldico central en colores rojo y dorado.
- Incluye tipografía cursiva de estilo caligráfico para el nombre comercial.
- Contiene texto que hace referencia a proveedores de la corona (Purveyors to H.M. King Alfonso XIII).
- La composición es centralizada y simétrica.
- El diseño es de carácter histórico y comercial.
- Se observa el nombre de Jerez en la composición.

Descriptores para búsqueda:
- Etiqueta antigua; Jerez; Goncalves; Dulce; Escudo heráldico; Tipografía cursiva; Caligrafía; Purveyors; King Alfonso XIII; Escudo de armas; Color rojo; Color dorado; Estilo clásico; Producto vinícola; Comercio histórico; Letra elegante; Diseño simétrico; Etiqueta comercial; España; Documento histórico; Tipografía de palo seco; Letras mayúsculas; Escudo central; Ornamentación; Blanco roto; Negro; Sin bordes decorativos; Texto invertido.",3,5,5,1,
3_02,personajes_ilustres,M2271_71,ERROR,0,0,0,0,
3_07,personajes_ilustres,M8474_76,ERROR,0,0,0,0,
2_08,dibujos_clasicos,M3490_67,ERROR,0,0,0,0,
